room_id,building_id,timestamp,live_temperature,occupancy_status,capacity,electricity_kwh,approx_sqft_per_person
116,100,2025-07-02 18:00:00,72.76,Unoccupied,24,0.0065,360
116,100,2025-07-02 19:00:00,73.27,Unoccupied,24,0.0065,360
116,100,2025-07-02 20:00:00,73.19,Unoccupied,24,0.0065,360
116,100,2025-07-02 21:00:00,72.8,Unoccupied,24,0.0065,360
116,100,2025-07-02 22:00:00,72.93,Unoccupied,24,0.0065,360
116,100,2025-07-02 23:00:00,72.22,Unoccupied,24,0.0065,360
116,100,2025-07-03 00:00:00,72.75,Unoccupied,24,0.0065,360
116,100,2025-07-03 01:00:00,74.29,Unoccupied,24,0.0065,360
116,100,2025-07-03 02:00:00,72.82,Unoccupied,24,0.0065,360
116,100,2025-07-03 03:00:00,72.47,Unoccupied,24,0.0065,360
116,100,2025-07-03 04:00:00,74.98,Unoccupied,24,0.0065,360
116,100,2025-07-03 05:00:00,72.53,Unoccupied,24,0.0065,360
116,100,2025-07-03 06:00:00,71.39,Unoccupied,24,0.0065,360
116,100,2025-07-03 07:00:00,71.12,Unoccupied,24,0.0065,360
116,100,2025-07-03 08:00:00,76.0,Occupied,24,0.013,360
116,100,2025-07-03 09:00:00,75.54,Occupied,24,0.013,360
116,100,2025-07-03 10:00:00,76.87,Occupied,24,0.013,360
116,100,2025-07-03 11:00:00,77.69,Occupied,24,0.013,360
116,100,2025-07-03 12:00:00,75.23,Occupied,24,0.013,360
116,100,2025-07-03 13:00:00,74.5,Occupied,24,0.013,360
116,100,2025-07-03 14:00:00,74.57,Occupied,24,0.013,360
116,100,2025-07-03 15:00:00,74.86,Occupied,24,0.013,360
116,100,2025-07-03 16:00:00,74.07,Unoccupied,24,0.0065,360
116,100,2025-07-03 17:00:00,74.35,Unoccupied,24,0.0065,360
116,100,2025-07-03 18:00:00,73.5,Unoccupied,24,0.0065,360
116,100,2025-07-03 19:00:00,73.63,Unoccupied,24,0.0065,360
116,100,2025-07-03 20:00:00,72.66,Unoccupied,24,0.0065,360
116,100,2025-07-03 21:00:00,70.84,Unoccupied,24,0.0065,360
116,100,2025-07-03 22:00:00,72.48,Unoccupied,24,0.0065,360
116,100,2025-07-03 23:00:00,71.46,Unoccupied,24,0.0065,360
116,100,2025-07-04 00:00:00,73.66,Unoccupied,24,0.0065,360
116,100,2025-07-04 01:00:00,72.77,Unoccupied,24,0.0065,360
116,100,2025-07-04 02:00:00,72.1,Unoccupied,24,0.0065,360
116,100,2025-07-04 03:00:00,73.58,Unoccupied,24,0.0065,360
116,100,2025-07-04 04:00:00,73.22,Unoccupied,24,0.0065,360
116,100,2025-07-04 05:00:00,73.54,Unoccupied,24,0.0065,360
116,100,2025-07-04 06:00:00,73.72,Unoccupied,24,0.0065,360
116,100,2025-07-04 07:00:00,73.5,Unoccupied,24,0.0065,360
116,100,2025-07-04 08:00:00,77.14,Occupied,24,0.013,360
116,100,2025-07-04 09:00:00,76.14,Occupied,24,0.013,360
116,100,2025-07-04 10:00:00,75.48,Occupied,24,0.013,360
116,100,2025-07-04 11:00:00,75.99,Occupied,24,0.013,360
116,100,2025-07-04 12:00:00,77.34,Occupied,24,0.013,360
116,100,2025-07-04 13:00:00,74.76,Occupied,24,0.013,360
116,100,2025-07-04 14:00:00,76.58,Occupied,24,0.013,360
116,100,2025-07-04 15:00:00,76.15,Occupied,24,0.013,360
116,100,2025-07-04 16:00:00,73.63,Unoccupied,24,0.0065,360
116,100,2025-07-04 17:00:00,75.16,Unoccupied,24,0.0065,360
116,100,2025-07-04 18:00:00,73.57,Unoccupied,24,0.0065,360
116,100,2025-07-04 19:00:00,72.31,Unoccupied,24,0.0065,360
116,100,2025-07-04 20:00:00,72.3,Unoccupied,24,0.0065,360
116,100,2025-07-04 21:00:00,73.54,Unoccupied,24,0.0065,360
116,100,2025-07-04 22:00:00,71.62,Unoccupied,24,0.0065,360
116,100,2025-07-04 23:00:00,73.13,Unoccupied,24,0.0065,360
116,100,2025-07-05 00:00:00,72.14,Unoccupied,24,0.0065,360
116,100,2025-07-05 01:00:00,72.12,Unoccupied,24,0.0065,360
116,100,2025-07-05 02:00:00,72.99,Unoccupied,24,0.0065,360
116,100,2025-07-05 03:00:00,73.92,Unoccupied,24,0.0065,360
116,100,2025-07-05 04:00:00,74.1,Unoccupied,24,0.0065,360
116,100,2025-07-05 05:00:00,73.27,Unoccupied,24,0.0065,360
116,100,2025-07-05 06:00:00,73.0,Unoccupied,24,0.0065,360
116,100,2025-07-05 07:00:00,74.74,Unoccupied,24,0.0065,360
116,100,2025-07-05 08:00:00,74.39,Unoccupied,24,0.0065,360
116,100,2025-07-05 09:00:00,75.07,Unoccupied,24,0.0065,360
116,100,2025-07-05 10:00:00,72.25,Unoccupied,24,0.0065,360
116,100,2025-07-05 11:00:00,70.98,Unoccupied,24,0.0065,360
116,100,2025-07-05 12:00:00,72.47,Unoccupied,24,0.0065,360
116,100,2025-07-05 13:00:00,73.18,Unoccupied,24,0.0065,360
116,100,2025-07-05 14:00:00,71.62,Unoccupied,24,0.0065,360
116,100,2025-07-05 15:00:00,73.85,Unoccupied,24,0.0065,360
116,100,2025-07-05 16:00:00,72.57,Unoccupied,24,0.0065,360
116,100,2025-07-05 17:00:00,72.41,Unoccupied,24,0.0065,360
116,100,2025-07-05 18:00:00,72.28,Unoccupied,24,0.0065,360
116,100,2025-07-05 19:00:00,72.76,Unoccupied,24,0.0065,360
116,100,2025-07-05 20:00:00,74.3,Unoccupied,24,0.0065,360
116,100,2025-07-05 21:00:00,71.61,Unoccupied,24,0.0065,360
116,100,2025-07-05 22:00:00,72.4,Unoccupied,24,0.0065,360
116,100,2025-07-05 23:00:00,71.06,Unoccupied,24,0.0065,360
116,100,2025-07-06 00:00:00,73.51,Unoccupied,24,0.0065,360
116,100,2025-07-06 01:00:00,74.98,Unoccupied,24,0.0065,360
116,100,2025-07-06 02:00:00,70.64,Unoccupied,24,0.0065,360
116,100,2025-07-06 03:00:00,74.51,Unoccupied,24,0.0065,360
116,100,2025-07-06 04:00:00,73.27,Unoccupied,24,0.0065,360
116,100,2025-07-06 05:00:00,72.27,Unoccupied,24,0.0065,360
116,100,2025-07-06 06:00:00,72.27,Unoccupied,24,0.0065,360
116,100,2025-07-06 07:00:00,72.62,Unoccupied,24,0.0065,360
116,100,2025-07-06 08:00:00,71.94,Unoccupied,24,0.0065,360
116,100,2025-07-06 09:00:00,73.7,Unoccupied,24,0.0065,360
116,100,2025-07-06 10:00:00,72.29,Unoccupied,24,0.0065,360
116,100,2025-07-06 11:00:00,72.46,Unoccupied,24,0.0065,360
116,100,2025-07-06 12:00:00,74.71,Unoccupied,24,0.0065,360
116,100,2025-07-06 13:00:00,73.93,Unoccupied,24,0.0065,360
116,100,2025-07-06 14:00:00,73.41,Unoccupied,24,0.0065,360
116,100,2025-07-06 15:00:00,73.37,Unoccupied,24,0.0065,360
116,100,2025-07-06 16:00:00,73.06,Unoccupied,24,0.0065,360
116,100,2025-07-06 17:00:00,73.77,Unoccupied,24,0.0065,360
116,100,2025-07-06 18:00:00,73.16,Unoccupied,24,0.0065,360
116,100,2025-07-06 19:00:00,73.02,Unoccupied,24,0.0065,360
116,100,2025-07-06 20:00:00,72.7,Unoccupied,24,0.0065,360
116,100,2025-07-06 21:00:00,73.86,Unoccupied,24,0.0065,360
116,100,2025-07-06 22:00:00,74.03,Unoccupied,24,0.0065,360
116,100,2025-07-06 23:00:00,71.66,Unoccupied,24,0.0065,360
116,100,2025-07-07 00:00:00,73.8,Unoccupied,24,0.0065,360
116,100,2025-07-07 01:00:00,75.35,Unoccupied,24,0.0065,360
116,100,2025-07-07 02:00:00,73.91,Unoccupied,24,0.0065,360
116,100,2025-07-07 03:00:00,73.38,Unoccupied,24,0.0065,360
116,100,2025-07-07 04:00:00,74.52,Unoccupied,24,0.0065,360
116,100,2025-07-07 05:00:00,71.46,Unoccupied,24,0.0065,360
116,100,2025-07-07 06:00:00,71.75,Unoccupied,24,0.0065,360
116,100,2025-07-07 07:00:00,73.56,Unoccupied,24,0.0065,360
116,100,2025-07-07 08:00:00,75.2,Occupied,24,0.013,360
116,100,2025-07-07 09:00:00,75.47,Occupied,24,0.013,360
116,100,2025-07-07 10:00:00,75.78,Occupied,24,0.013,360
116,100,2025-07-07 11:00:00,76.42,Occupied,24,0.013,360
116,100,2025-07-07 12:00:00,77.36,Occupied,24,0.013,360
116,100,2025-07-07 13:00:00,76.92,Occupied,24,0.013,360
116,100,2025-07-07 14:00:00,77.27,Occupied,24,0.013,360
116,100,2025-07-07 15:00:00,76.33,Occupied,24,0.013,360
116,100,2025-07-07 16:00:00,71.69,Unoccupied,24,0.0065,360
116,100,2025-07-07 17:00:00,72.22,Unoccupied,24,0.0065,360
116,100,2025-07-07 18:00:00,74.8,Unoccupied,24,0.0065,360
116,100,2025-07-07 19:00:00,73.28,Unoccupied,24,0.0065,360
116,100,2025-07-07 20:00:00,71.96,Unoccupied,24,0.0065,360
116,100,2025-07-07 21:00:00,72.51,Unoccupied,24,0.0065,360
116,100,2025-07-07 22:00:00,71.76,Unoccupied,24,0.0065,360
116,100,2025-07-07 23:00:00,74.59,Unoccupied,24,0.0065,360
116,100,2025-07-08 00:00:00,74.41,Unoccupied,24,0.0065,360
116,100,2025-07-08 01:00:00,72.42,Unoccupied,24,0.0065,360
116,100,2025-07-08 02:00:00,73.19,Unoccupied,24,0.0065,360
116,100,2025-07-08 03:00:00,72.26,Unoccupied,24,0.0065,360
116,100,2025-07-08 04:00:00,74.7,Unoccupied,24,0.0065,360
116,100,2025-07-08 05:00:00,71.97,Unoccupied,24,0.0065,360
116,100,2025-07-08 06:00:00,73.02,Unoccupied,24,0.0065,360
116,100,2025-07-08 07:00:00,74.38,Unoccupied,24,0.0065,360
116,100,2025-07-08 08:00:00,75.82,Occupied,24,0.013,360
116,100,2025-07-08 09:00:00,74.62,Occupied,24,0.013,360
116,100,2025-07-08 10:00:00,77.63,Occupied,24,0.013,360
116,100,2025-07-08 11:00:00,77.13,Occupied,24,0.013,360
116,100,2025-07-08 12:00:00,76.93,Occupied,24,0.013,360
116,100,2025-07-08 13:00:00,76.77,Occupied,24,0.013,360
116,100,2025-07-08 14:00:00,75.36,Occupied,24,0.013,360
116,100,2025-07-08 15:00:00,74.76,Occupied,24,0.013,360
116,100,2025-07-08 16:00:00,73.08,Unoccupied,24,0.0065,360
116,100,2025-07-08 17:00:00,71.78,Unoccupied,24,0.0065,360
116,100,2025-07-08 18:00:00,73.68,Unoccupied,24,0.0065,360
116,100,2025-07-08 19:00:00,74.89,Unoccupied,24,0.0065,360
116,100,2025-07-08 20:00:00,73.73,Unoccupied,24,0.0065,360
116,100,2025-07-08 21:00:00,74.51,Unoccupied,24,0.0065,360
116,100,2025-07-08 22:00:00,71.96,Unoccupied,24,0.0065,360
116,100,2025-07-08 23:00:00,74.72,Unoccupied,24,0.0065,360
116,100,2025-07-09 00:00:00,74.33,Unoccupied,24,0.0065,360
116,100,2025-07-09 01:00:00,73.57,Unoccupied,24,0.0065,360
116,100,2025-07-09 02:00:00,73.15,Unoccupied,24,0.0065,360
116,100,2025-07-09 03:00:00,73.17,Unoccupied,24,0.0065,360
116,100,2025-07-09 04:00:00,73.45,Unoccupied,24,0.0065,360
116,100,2025-07-09 05:00:00,72.89,Unoccupied,24,0.0065,360
116,100,2025-07-09 06:00:00,72.28,Unoccupied,24,0.0065,360
116,100,2025-07-09 07:00:00,71.95,Unoccupied,24,0.0065,360
116,100,2025-07-09 08:00:00,76.18,Occupied,24,0.013,360
116,100,2025-07-09 09:00:00,74.74,Occupied,24,0.013,360
116,100,2025-07-09 10:00:00,75.82,Occupied,24,0.013,360
116,100,2025-07-09 11:00:00,75.22,Occupied,24,0.013,360
116,100,2025-07-09 12:00:00,74.09,Occupied,24,0.013,360
116,100,2025-07-09 13:00:00,76.46,Occupied,24,0.013,360
116,100,2025-07-09 14:00:00,75.21,Occupied,24,0.013,360
116,100,2025-07-09 15:00:00,75.94,Occupied,24,0.013,360
116,100,2025-07-09 16:00:00,71.93,Unoccupied,24,0.0065,360
116,100,2025-07-09 17:00:00,72.74,Unoccupied,24,0.0065,360
116,100,2025-07-09 18:00:00,73.14,Unoccupied,24,0.0065,360
116,100,2025-07-09 19:00:00,73.28,Unoccupied,24,0.0065,360
116,100,2025-07-09 20:00:00,72.95,Unoccupied,24,0.0065,360
116,100,2025-07-09 21:00:00,74.92,Unoccupied,24,0.0065,360
116,100,2025-07-09 22:00:00,73.71,Unoccupied,24,0.0065,360
116,100,2025-07-09 23:00:00,71.64,Unoccupied,24,0.0065,360
116,100,2025-07-10 00:00:00,71.26,Unoccupied,24,0.0065,360
116,100,2025-07-10 01:00:00,72.42,Unoccupied,24,0.0065,360
116,100,2025-07-10 02:00:00,75.15,Unoccupied,24,0.0065,360
116,100,2025-07-10 03:00:00,71.82,Unoccupied,24,0.0065,360
116,100,2025-07-10 04:00:00,73.59,Unoccupied,24,0.0065,360
116,100,2025-07-10 05:00:00,74.5,Unoccupied,24,0.0065,360
116,100,2025-07-10 06:00:00,74.28,Unoccupied,24,0.0065,360
116,100,2025-07-10 07:00:00,72.39,Unoccupied,24,0.0065,360
116,100,2025-07-10 08:00:00,77.64,Occupied,24,0.013,360
116,100,2025-07-10 09:00:00,74.41,Occupied,24,0.013,360
116,100,2025-07-10 10:00:00,78.24,Occupied,24,0.013,360
116,100,2025-07-10 11:00:00,76.49,Occupied,24,0.013,360
116,100,2025-07-10 12:00:00,76.25,Occupied,24,0.013,360
116,100,2025-07-10 13:00:00,74.25,Occupied,24,0.013,360
116,100,2025-07-10 14:00:00,76.16,Occupied,24,0.013,360
116,100,2025-07-10 15:00:00,74.98,Occupied,24,0.013,360
116,100,2025-07-10 16:00:00,72.71,Unoccupied,24,0.0065,360
116,100,2025-07-10 17:00:00,72.39,Unoccupied,24,0.0065,360
116,100,2025-07-10 18:00:00,72.7,Unoccupied,24,0.0065,360
116,100,2025-07-10 19:00:00,72.65,Unoccupied,24,0.0065,360
116,100,2025-07-10 20:00:00,71.91,Unoccupied,24,0.0065,360
116,100,2025-07-10 21:00:00,72.66,Unoccupied,24,0.0065,360
116,100,2025-07-10 22:00:00,74.96,Unoccupied,24,0.0065,360
116,100,2025-07-10 23:00:00,75.22,Unoccupied,24,0.0065,360
116,100,2025-07-11 00:00:00,72.44,Unoccupied,24,0.0065,360
116,100,2025-07-11 01:00:00,74.69,Unoccupied,24,0.0065,360
116,100,2025-07-11 02:00:00,72.97,Unoccupied,24,0.0065,360
116,100,2025-07-11 03:00:00,73.57,Unoccupied,24,0.0065,360
116,100,2025-07-11 04:00:00,74.84,Unoccupied,24,0.0065,360
116,100,2025-07-11 05:00:00,73.44,Unoccupied,24,0.0065,360
116,100,2025-07-11 06:00:00,71.5,Unoccupied,24,0.0065,360
116,100,2025-07-11 07:00:00,72.31,Unoccupied,24,0.0065,360
116,100,2025-07-11 08:00:00,78.03,Occupied,24,0.013,360
116,100,2025-07-11 09:00:00,75.39,Occupied,24,0.013,360
116,100,2025-07-11 10:00:00,75.76,Occupied,24,0.013,360
116,100,2025-07-11 11:00:00,76.94,Occupied,24,0.013,360
116,100,2025-07-11 12:00:00,77.0,Occupied,24,0.013,360
116,100,2025-07-11 13:00:00,77.18,Occupied,24,0.013,360
116,100,2025-07-11 14:00:00,77.95,Occupied,24,0.013,360
116,100,2025-07-11 15:00:00,76.25,Occupied,24,0.013,360
116,100,2025-07-11 16:00:00,73.08,Unoccupied,24,0.0065,360
116,100,2025-07-11 17:00:00,73.73,Unoccupied,24,0.0065,360
116,100,2025-07-11 18:00:00,72.09,Unoccupied,24,0.0065,360
116,100,2025-07-11 19:00:00,73.11,Unoccupied,24,0.0065,360
116,100,2025-07-11 20:00:00,73.31,Unoccupied,24,0.0065,360
116,100,2025-07-11 21:00:00,72.13,Unoccupied,24,0.0065,360
116,100,2025-07-11 22:00:00,74.48,Unoccupied,24,0.0065,360
116,100,2025-07-11 23:00:00,72.51,Unoccupied,24,0.0065,360
116,100,2025-07-12 00:00:00,74.4,Unoccupied,24,0.0065,360
116,100,2025-07-12 01:00:00,73.59,Unoccupied,24,0.0065,360
116,100,2025-07-12 02:00:00,71.89,Unoccupied,24,0.0065,360
116,100,2025-07-12 03:00:00,73.36,Unoccupied,24,0.0065,360
116,100,2025-07-12 04:00:00,74.67,Unoccupied,24,0.0065,360
116,100,2025-07-12 05:00:00,71.66,Unoccupied,24,0.0065,360
116,100,2025-07-12 06:00:00,74.58,Unoccupied,24,0.0065,360
116,100,2025-07-12 07:00:00,74.49,Unoccupied,24,0.0065,360
116,100,2025-07-12 08:00:00,72.19,Unoccupied,24,0.0065,360
116,100,2025-07-12 09:00:00,72.81,Unoccupied,24,0.0065,360
116,100,2025-07-12 10:00:00,74.16,Unoccupied,24,0.0065,360
116,100,2025-07-12 11:00:00,73.32,Unoccupied,24,0.0065,360
116,100,2025-07-12 12:00:00,73.31,Unoccupied,24,0.0065,360
116,100,2025-07-12 13:00:00,74.63,Unoccupied,24,0.0065,360
116,100,2025-07-12 14:00:00,72.83,Unoccupied,24,0.0065,360
116,100,2025-07-12 15:00:00,74.23,Unoccupied,24,0.0065,360
116,100,2025-07-12 16:00:00,73.49,Unoccupied,24,0.0065,360
116,100,2025-07-12 17:00:00,72.65,Unoccupied,24,0.0065,360
116,100,2025-07-12 18:00:00,71.11,Unoccupied,24,0.0065,360
116,100,2025-07-12 19:00:00,74.07,Unoccupied,24,0.0065,360
116,100,2025-07-12 20:00:00,72.78,Unoccupied,24,0.0065,360
116,100,2025-07-12 21:00:00,71.36,Unoccupied,24,0.0065,360
116,100,2025-07-12 22:00:00,71.25,Unoccupied,24,0.0065,360
116,100,2025-07-12 23:00:00,71.94,Unoccupied,24,0.0065,360
116,100,2025-07-13 00:00:00,72.26,Unoccupied,24,0.0065,360
116,100,2025-07-13 01:00:00,74.46,Unoccupied,24,0.0065,360
116,100,2025-07-13 02:00:00,73.62,Unoccupied,24,0.0065,360
116,100,2025-07-13 03:00:00,72.71,Unoccupied,24,0.0065,360
116,100,2025-07-13 04:00:00,73.46,Unoccupied,24,0.0065,360
116,100,2025-07-13 05:00:00,73.83,Unoccupied,24,0.0065,360
116,100,2025-07-13 06:00:00,71.78,Unoccupied,24,0.0065,360
116,100,2025-07-13 07:00:00,74.59,Unoccupied,24,0.0065,360
116,100,2025-07-13 08:00:00,74.12,Unoccupied,24,0.0065,360
116,100,2025-07-13 09:00:00,71.48,Unoccupied,24,0.0065,360
116,100,2025-07-13 10:00:00,73.96,Unoccupied,24,0.0065,360
116,100,2025-07-13 11:00:00,73.92,Unoccupied,24,0.0065,360
116,100,2025-07-13 12:00:00,72.21,Unoccupied,24,0.0065,360
116,100,2025-07-13 13:00:00,73.3,Unoccupied,24,0.0065,360
116,100,2025-07-13 14:00:00,74.09,Unoccupied,24,0.0065,360
116,100,2025-07-13 15:00:00,72.3,Unoccupied,24,0.0065,360
116,100,2025-07-13 16:00:00,72.76,Unoccupied,24,0.0065,360
116,100,2025-07-13 17:00:00,73.56,Unoccupied,24,0.0065,360
116,100,2025-07-13 18:00:00,71.86,Unoccupied,24,0.0065,360
116,100,2025-07-13 19:00:00,74.47,Unoccupied,24,0.0065,360
116,100,2025-07-13 20:00:00,74.83,Unoccupied,24,0.0065,360
116,100,2025-07-13 21:00:00,72.26,Unoccupied,24,0.0065,360
116,100,2025-07-13 22:00:00,73.23,Unoccupied,24,0.0065,360
116,100,2025-07-13 23:00:00,72.27,Unoccupied,24,0.0065,360
116,100,2025-07-14 00:00:00,72.96,Unoccupied,24,0.0065,360
116,100,2025-07-14 01:00:00,74.2,Unoccupied,24,0.0065,360
116,100,2025-07-14 02:00:00,72.08,Unoccupied,24,0.0065,360
116,100,2025-07-14 03:00:00,73.89,Unoccupied,24,0.0065,360
116,100,2025-07-14 04:00:00,73.69,Unoccupied,24,0.0065,360
116,100,2025-07-14 05:00:00,72.97,Unoccupied,24,0.0065,360
116,100,2025-07-14 06:00:00,73.17,Unoccupied,24,0.0065,360
116,100,2025-07-14 07:00:00,73.26,Unoccupied,24,0.0065,360
116,100,2025-07-14 08:00:00,74.51,Occupied,24,0.013,360
116,100,2025-07-14 09:00:00,76.06,Occupied,24,0.013,360
116,100,2025-07-14 10:00:00,75.28,Occupied,24,0.013,360
116,100,2025-07-14 11:00:00,75.88,Occupied,24,0.013,360
116,100,2025-07-14 12:00:00,74.03,Occupied,24,0.013,360
116,100,2025-07-14 13:00:00,74.45,Occupied,24,0.013,360
116,100,2025-07-14 14:00:00,76.09,Occupied,24,0.013,360
116,100,2025-07-14 15:00:00,74.31,Occupied,24,0.013,360
116,100,2025-07-14 16:00:00,73.01,Unoccupied,24,0.0065,360
116,100,2025-07-14 17:00:00,72.37,Unoccupied,24,0.0065,360
116,100,2025-07-14 18:00:00,72.05,Unoccupied,24,0.0065,360
116,100,2025-07-14 19:00:00,73.07,Unoccupied,24,0.0065,360
116,100,2025-07-14 20:00:00,72.7,Unoccupied,24,0.0065,360
116,100,2025-07-14 21:00:00,71.83,Unoccupied,24,0.0065,360
116,100,2025-07-14 22:00:00,73.14,Unoccupied,24,0.0065,360
116,100,2025-07-14 23:00:00,74.5,Unoccupied,24,0.0065,360
116,100,2025-07-15 00:00:00,74.59,Unoccupied,24,0.0065,360
116,100,2025-07-15 01:00:00,73.58,Unoccupied,24,0.0065,360
116,100,2025-07-15 02:00:00,73.86,Unoccupied,24,0.0065,360
116,100,2025-07-15 03:00:00,71.98,Unoccupied,24,0.0065,360
116,100,2025-07-15 04:00:00,72.71,Unoccupied,24,0.0065,360
116,100,2025-07-15 05:00:00,74.63,Unoccupied,24,0.0065,360
116,100,2025-07-15 06:00:00,73.19,Unoccupied,24,0.0065,360
116,100,2025-07-15 07:00:00,73.07,Unoccupied,24,0.0065,360
116,100,2025-07-15 08:00:00,76.08,Occupied,24,0.013,360
116,100,2025-07-15 09:00:00,76.11,Occupied,24,0.013,360
116,100,2025-07-15 10:00:00,76.49,Occupied,24,0.013,360
116,100,2025-07-15 11:00:00,75.05,Occupied,24,0.013,360
116,100,2025-07-15 12:00:00,75.35,Occupied,24,0.013,360
116,100,2025-07-15 13:00:00,75.16,Occupied,24,0.013,360
116,100,2025-07-15 14:00:00,74.48,Occupied,24,0.013,360
116,100,2025-07-15 15:00:00,74.47,Occupied,24,0.013,360
116,100,2025-07-15 16:00:00,72.19,Unoccupied,24,0.0065,360
116,100,2025-07-15 17:00:00,73.19,Unoccupied,24,0.0065,360
116,100,2025-07-15 18:00:00,73.77,Unoccupied,24,0.0065,360
116,100,2025-07-15 19:00:00,74.27,Unoccupied,24,0.0065,360
116,100,2025-07-15 20:00:00,72.25,Unoccupied,24,0.0065,360
116,100,2025-07-15 21:00:00,74.56,Unoccupied,24,0.0065,360
116,100,2025-07-15 22:00:00,72.39,Unoccupied,24,0.0065,360
116,100,2025-07-15 23:00:00,74.84,Unoccupied,24,0.0065,360
116,100,2025-07-16 00:00:00,74.34,Unoccupied,24,0.0065,360
116,100,2025-07-16 01:00:00,74.35,Unoccupied,24,0.0065,360
116,100,2025-07-16 02:00:00,74.48,Unoccupied,24,0.0065,360
116,100,2025-07-16 03:00:00,73.41,Unoccupied,24,0.0065,360
116,100,2025-07-16 04:00:00,71.65,Unoccupied,24,0.0065,360
116,100,2025-07-16 05:00:00,73.91,Unoccupied,24,0.0065,360
116,100,2025-07-16 06:00:00,73.65,Unoccupied,24,0.0065,360
116,100,2025-07-16 07:00:00,73.51,Unoccupied,24,0.0065,360
116,100,2025-07-16 08:00:00,76.06,Occupied,24,0.013,360
116,100,2025-07-16 09:00:00,74.72,Occupied,24,0.013,360
116,100,2025-07-16 10:00:00,74.9,Occupied,24,0.013,360
116,100,2025-07-16 11:00:00,74.86,Occupied,24,0.013,360
116,100,2025-07-16 12:00:00,75.7,Occupied,24,0.013,360
116,100,2025-07-16 13:00:00,75.87,Occupied,24,0.013,360
116,100,2025-07-16 14:00:00,76.14,Occupied,24,0.013,360
116,100,2025-07-16 15:00:00,76.93,Occupied,24,0.013,360
116,100,2025-07-16 16:00:00,73.09,Unoccupied,24,0.0065,360
116,100,2025-07-16 17:00:00,74.44,Unoccupied,24,0.0065,360
116,100,2025-07-16 18:00:00,74.96,Unoccupied,24,0.0065,360
116,100,2025-07-16 19:00:00,73.7,Unoccupied,24,0.0065,360
116,100,2025-07-16 20:00:00,72.86,Unoccupied,24,0.0065,360
116,100,2025-07-16 21:00:00,73.4,Unoccupied,24,0.0065,360
116,100,2025-07-16 22:00:00,74.75,Unoccupied,24,0.0065,360
